2018-12-31 01:28:51,b'RT @mmsbahia2: \xe3\x80\xb0\xef\xb8\x8f\xe3\x80\xb0\xef\xb8\x8f\xe3\x80\xb0\xef\xb8\x8f\xe2\x9e\x96\xe2\x9e\x96\xe2\x9e\x96\xe2\x9e\x96\xe2\x9e\x96\xe3\x80\xb0\xef\xb8\x8f\xe3\x80\xb0\xef\xb8\x8f\xe3\x80\xb0\xef\xb8\x8f\n#HappyNewYear2019 \nTo \xf0\x9f\x9b\x91#FollowsEli \xf0\x9f\x92\xa6Friends\n\xf0\x9f\x8d\x80\xe2\xad\x90\xef\xb8\x8f\xf0\x9f\x92\xab\xf0\x9f\xa5\x82\xf0\x9f\x92\xa5\xf0\x9f\x8d\xbe\nHere Wishing you\n\xf0\x9f\x92\xab\xf0\x9f\x92\xa5Joy\n\xf0\x9f\x92\xab\xf0\x9f\x92\xa5Peace\n\xf0\x9f\x92\xab\xf0\x9f\x92\xa5Happiness\n\xf0\x9f\x92\xab\xf0\x9f\x92\xa5Good Luck\xe2\x80\xa6'
2018-12-31 01:28:48,"b'On this #HappyNewYear2019 say no to intoxication and read inspirational  and motivational book ""Gyan Ganga"". In thi\xe2\x80\xa6 https://t.co/D91cOw0dmF'"
2018-12-31 01:28:36,"b'RT @LunaLuvgood2017: If #HappyNewYear2019 finds you alone or feeling lonely\n\nRemember, it\xe2\x80\x99s ok and so are you \n\nI want you to know, I care\xe2\x80\xa6'"
2018-12-31 01:28:24,"b'RT @anwaribrahim: We have come a long way, but we have much more to do. \n\n#HappyNewYear2019 \n#MalaysiaBaharu \n\nhttps://t.co/AQxiEri7pM'"
2018-12-31 01:28:22,b'RT @kabeerisgodd: On #HappyNewYear2019 \nAnd #HappyNewYear \nMust Watch A Message From Muslim Brother About Sanatan Dhrama\nhttps://t.co/Fybza\xe2\x80\xa6'
2018-12-31 01:28:21,b'RT @RohitDa42664959: #HappyNewYear2019 #HappyNewYear\n#2019Hopes\n#2018Memory #NewYear hurry up take initiation of true Mantras for guarantee\xe2\x80\xa6'
2018-12-31 01:28:18,b'RT @RakeshD3333: #HappyNewYear2019 \n#NewYear\n\xf0\x9f\x93\x99\xf0\x9f\x93\x99Offer Free book\xf0\x9f\x93\x99\xf0\x9f\x93\x99\n\xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87\n@KiranManral @thekiranbedi @karantacker \nMore details watch\nSadhna c\xe2\x80\xa6'
2018-12-31 01:28:17,"b""Retweeting this sad ending to 2018 because if we don't change our ways this kinda Tweet is going to be commonplace\xe2\x80\xa6 https://t.co/o2Hs84Malx"""
2018-12-31 01:28:13,"b'Doing this a tad early --- Happy New Year to all my friends and family here, well you are all family to me , wishin\xe2\x80\xa6 https://t.co/ksRhYrVQSK'"
2018-12-31 01:28:11,b'I hope i can reach something that i want.. #Harapan2019 #HappyNewYear2019'
2018-12-31 01:28:05,"b'RT @WriterTravelerR: \xe2\x98\x80\xef\xb8\x8f\xf0\x9f\x8d\x80Good morning, friends! \xf0\x9f\x8c\xb7\xf0\x9f\x8c\xbc\xf0\x9f\x8c\xb8 #Morning #HappyNewYear2019 #HappyDay #photograph #flowers #beautifulplaces #mountain #fl\xe2\x80\xa6'"
2018-12-31 01:27:59,b'@FreedomGottaAK @darkpath0010 @TwitterSupport Mine is the exact reverse!\n\n#HappyNewYear2019'
2018-12-31 01:27:57,b'RT @SKapil5: On the occasion of  #HappyNewYear2019\nSay No To the Drugs\nMake Your New Year delight By listening the discourse (Satsang) oF S\xe2\x80\xa6'
2018-12-31 01:27:56,"b'RT @LunaLuvgood2017: If #HappyNewYear2019 finds you alone or feeling lonely\n\nRemember, it\xe2\x80\x99s ok and so are you \n\nI want you to know, I care\xe2\x80\xa6'"
2018-12-31 01:27:53,b'12 new chapters\n365 chances \xf0\x9f\x98\x87\nhave a prosperous year ahead everyone \xf0\x9f\x98\x98 #HappyNewYear2019'
2018-12-31 01:27:50,b'RT @DollySi71615337: #HappyNewYear2019 \nThis new year will bring a huge bunch of happiness in your life by just following the pathway of sp\xe2\x80\xa6'
2018-12-31 01:27:46,"b'May this year 2019 be filled with joy, love and peace. \xf0\x9f\x98\x8d #positivevibes #HappyNewYear2019'"
2018-12-31 01:27:45,b'Goodbye 2018 welcome 2019 \n#HappyNewYear2019'
2018-12-31 01:27:43,"b'RT @Divya666966: Remember #2018Memory and celebrate #HappyNewYear2019 But in unique way where is no potation and narcotics.\nBecause,you say\xe2\x80\xa6'"
2018-12-31 01:27:41,"b'RT @Ram_sadguru: Namaste \xf0\x9f\x99\x8f\non this #HappyNewYear2019 say no to intoxication and read inspiration and motivational book ""Gyan Ganga"" in this\xe2\x80\xa6'"
2018-12-31 01:27:40,"b'RT @naveen76496: #happynewyear2019\n#HappyNewYear\nYour book shelf has many books but special book is still not there\xf0\x9f\xa7\x90order this New Year, a\xe2\x80\xa6'"
2018-12-31 01:27:37,b'Advance Happy New Year Everybody! \nPage 365 of 365 #HappyNewYear2019 https://t.co/6LNwRchCjD'
2018-12-31 01:27:32,"b'RT @lorenaBizkarret: This year has been horrible for some of us. I hope the next one brings us, love, health, prosperity and well-being. #H\xe2\x80\xa6'"
2018-12-31 01:27:31,b'RT @Dipendr06822631: #HappyNewYear2019\nOn the eve of New Year we have to take an oath that we will never take intoxicants in our lives and\xe2\x80\xa6'
2018-12-31 01:27:27,"b""RT @GadhVarun: Christmas Celebration continues till #NewYear. \nEverywhere it's just enjoyment but worship, thankfulness to God is no where\xe2\x80\xa6"""
2018-12-31 01:27:27,b'#headStartCaps 365 New Chances. #HappyNewYear2019 https://t.co/Nty2GKwnT4'
2018-12-31 01:27:24,b'RT @naveen76496: #HappyNewYear2019\nHey! \xf0\x9f\xa4\xa9what a nice spiritual book my friend has gifted me this New Year .My way to look at life has chang\xe2\x80\xa6'
2018-12-31 01:27:21,b'RT @antil_seema: #HappyNewYear\nKnow How we can Happy  on #newyear ??? \nWe can happy only by worship of supreme God\n#HAPPYNEWYEAR2019\n\nhttps\xe2\x80\xa6'
2018-12-31 01:27:18,b'RT @Realbirth_2012: On the #HappyNewYear2019 say #HappyNewYear\nBut Say No to alcohol &amp; all narcotics which will take you in the mouth of De\xe2\x80\xa6'
2018-12-31 01:27:15,b'RT @kabeerisgodd: On #HappyNewYear2019 \nAnd #HappyNewYear \nMust Watch A Message From Muslim Brother About Sanatan Dhrama\nhttps://t.co/Fybza\xe2\x80\xa6'
2018-12-31 01:27:02,b'RT @TheMattBRoberts: Wonder who he\xe2\x80\x99s looking at? #TheBirdsAndTheBees #Outlander and have a  #HappyNewYear2019 https://t.co/VJ5hkBgO3e'
2018-12-31 01:27:00,b'RT @zahoorahmed553: Do you have less than 1M\n \nIf you want more followers fast \xf0\x9f\x92\xa6\n\nLet to go get together with love &amp; peace and follow all\xe2\x80\xa6'
2018-12-31 01:26:59,b'Kollywood 2018 Top10  #BestOf2018 #YearEnd2018 Review by @sathishraina348\n#HappyNewYear2019 #HappyNewYear\nhttps://t.co/6s3QAOakuW'
2018-12-31 01:26:49,b'@Dollhouse @IngeLiseVejlgaa @SherylPrattERA @SherryBabyRuth @rubberclowncar @MattBoydston @Drawnsome @thecocoscott\xe2\x80\xa6 https://t.co/XxFgQaBGZe'
2018-12-31 01:26:48,b'#happynewyear2019 \nThe end of what we began last year and thanking God we have a chance to to do it over again in a\xe2\x80\xa6 https://t.co/YJmcaQhLP8'
2018-12-31 01:26:47,b'RT @gerrinnesmac: @loveGoldenHeart @CherubNation @SemaCiel0101 @NoorioZehra @Chrissie_Rose1 @letgolifeflows @jill_magnussen @Mythvoyager @B\xe2\x80\xa6'
2018-12-31 01:26:42,b'RT @PINOYBAE: #HappyNewYear2019 !!! Andre Brouillette \xf0\x9f\x92\xa5\xf0\x9f\x8e\x89 https://t.co/IBAHs3FLLL'
2018-12-31 01:26:39,"b'RT @shinyleafusa: \xf0\x9f\x8e\x86 Boom! Boom! Boom! \xf0\x9f\x8e\x86 A bright and colorful firework for our Holiday Giveaway Series winners!\n\n\xf0\x9f\x93\x8d Winners, please LIKE, RT\xe2\x80\xa6'"
2018-12-31 01:26:37,"b""Hope your 2018 is winding down just the way you want it. \nHere's to a fabulous and creative 2019! #sideeyeforthewin\xe2\x80\xa6 https://t.co/uz7RdeMPV9"""
2018-12-31 01:26:34,b'RT @nathasya92: 364 of 365.\nits been a great year for us!\ni do hope 2018 is a great year for jongin and kyungsoo too \xf0\x9f\xa5\xb0\n\nso many memories fr\xe2\x80\xa6'
2018-12-31 01:26:27,b'#HappyNewYear2019  thank you Jesus \xe2\x9d\xa4\xef\xb8\x8f'
2018-12-31 01:26:15,b'RT @ColossalYouFilm: Thanks so much for your support #fansaroundtheworld\xf0\x9f\x91\x8b\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8c #colossalyouthfilm #HappyNewYear2019 \xf0\x9f\x92\xa5\xf0\x9f\x8e\x8a\xf0\x9f\x8e\x89 https://t.co/DBEyc3t\xe2\x80\xa6'
2018-12-31 01:26:12,"b""RT @purplemoerguin: EVERYDAY, GIRL'S DAY!\n#HappyNewYear2019 https://t.co/Ub7KUCRzYC"""
2018-12-31 01:25:54,b'RT @GeorgekurianINC: #HappyNewYear Everyone \xf0\x9f\x99\x8f #HappyNewYear2019 \n@RahulGandhi  @INCIndia @MahilaCongress @ProfCong @nsui @IYC @CongressSeva\xe2\x80\xa6'
2018-12-31 01:25:52,b'RT @johninphx: @Heywood98 @BobBrinson1 @SealeyGerald @BlueSea1964 @Tombstone1954 @kidgolferman @AngeleStar11 @STACEYDUBOIS4 @Caliicoder3 @B\xe2\x80\xa6'
2018-12-31 01:25:48,"b'RT @sandiegozoo: 2018 was filled with elephants, wallabies, cheetahs &amp; rhinos at @sdzsafaripark. \nMay 2019 continue to inspire us all to #E\xe2\x80\xa6'"
2018-12-31 01:25:40,b'RT @gautam_beena: #HappyNewYear2019 \nMy true Godfather Jagat Guru Sant Rampal Ji Maharaj His true knowledges awaring all societies and all\xe2\x80\xa6'
2018-12-31 01:25:32,b'Winning!!! MAGArats must be bursting with pride &amp; joy. #HappyNewYear2019 https://t.co/tMkptc80Lg'
2018-12-31 01:25:25,"b'Crush (tries to crack a joke): ""Aaj 11:59 PM pe bathroom mt jaana warna agle saal hi bahar nikloge"" \n\nMe:\xe2\x80\xa6 https://t.co/HfiFiSOXib'"
2018-12-31 01:25:23,b'RT @johninphx: @Heywood98 @BobBrinson1 @SealeyGerald @BlueSea1964 @Tombstone1954 @kidgolferman @AngeleStar11 @STACEYDUBOIS4 @Caliicoder3 @B\xe2\x80\xa6'
2018-12-31 01:25:23,b'RT @Thisfiendis138: If you use the term \xe2\x80\x9cbadonkadonk\xe2\x80\x9d never enter my life or get out of my life. Thank you. God Bless. #HappyNewYear2019'
2018-12-31 01:25:20,b'RT @PINOYBAE: #HappyNewYear2019 !!! Andre Brouillette \xf0\x9f\x92\xa5\xf0\x9f\x8e\x89 https://t.co/IBAHs3FLLL'
2018-12-31 01:25:17,"b""RT @saxopolis: #HappyNewYear2019 to yall friends.\nIt's been great having you through 2018\nLet our friendship grow stronger in 2019\nShout ou\xe2\x80\xa6"""
2018-12-31 01:25:13,b'#HappyNewYear2019 To You and Yours ! https://t.co/Lc6zA8pf3J'
2018-12-31 01:25:09,b'@hockeyguy33 He\xe2\x80\x99s a Philly fan now anyways \xf0\x9f\x98\x82 just kidding @TheCUTCH22 we still love you. Best of luck with the Phillies #HappyNewYear2019'
2018-12-31 01:25:01,"b'RT @SaraDGarland: I also bought anti-aging facial cream for the first time in 2018, but that wasn\xe2\x80\x99t worthy of the list. #HappyNewYear2019 #\xe2\x80\xa6'"
2018-12-31 01:25:00,b'Fireworks are an overrated and boring waste of public money that are bad for the environment and #NYE is the worst\xe2\x80\xa6 https://t.co/nA3k74WO9G'
2018-12-31 01:24:59,b'Happy New Year! @Jerica_Phillips @NickGunterWX and I celebrated a bit early this morning on @WMCActionNews5\xe2\x80\xa6 https://t.co/iKlnOrptAZ'
2018-12-31 01:24:59,b'@barb71 @DetJoeLocus Thank you for your beautiful prayers this evening Barb. I pray you are well and preparing for\xe2\x80\xa6 https://t.co/xkGQ8FXCAR'
2018-12-31 01:24:51,"b'RT @LunaLuvgood2017: If #HappyNewYear2019 finds you alone or feeling lonely\n\nRemember, it\xe2\x80\x99s ok and so are you \n\nI want you to know, I care\xe2\x80\xa6'"
2018-12-31 01:24:51,"b'@KeithUrban Saw you with the sword a moment ago, absolutely brilliant love you, God Bless You and your beautiful family #HappyNewYear2019'"
2018-12-31 01:24:49,b'RT @RunnymedeBeat: \xf0\x9f\x93\xa3Getting all set for your New Year\xe2\x80\x99s Eve celebrations?  Perhaps you\xe2\x80\x99re making arrangements for a first date?   Not to ca\xe2\x80\xa6'
2018-12-31 01:24:45,b'An oldie but a goodie Series By Honor Raconteur. Yes and you are welcome......#HappyNewYear2019 ... You will be in\xe2\x80\xa6 https://t.co/xHuemtaAvh'
2018-12-31 01:24:42,"b""RT @adamsconsulting: I'm going to be a Jedi in 2019. \xf0\x9f\x98\x8e\n#HappyNewYear\n#HappyNewYear2019 \n#HappyNewYearsEveEve\n#StarWars https://t.co/NoEWfYW\xe2\x80\xa6"""
2018-12-31 01:24:39,b'RT @Dipendr06822631: #HappyNewYear2019\nOn the eve of New Year we have to take an oath that we will never take intoxicants in our lives and\xe2\x80\xa6'
2018-12-31 01:24:37,b'RT @DonBrow18532250: @HillisRicky @crimsonfaith88 @TavorX95 @Aikens_Josh Agree #HappyNewYear2019'
2018-12-31 01:24:33,b'\xe2\x80\x9cDo the people you care about love you back?\xe2\x80\x9d #WarrenBuffett  That\xe2\x80\x99s a wonderful metric to measure your success!\xe2\x80\xa6 https://t.co/E05dHmkaTn'
2018-12-31 01:24:31,b'RT @Vc6dGwu09RsvkYb: #HappyNewYear2019 #2018Memory \nSay No To Drugs...\nMake Your New Year delight By Satsang oF Saint Rampalji Maharaj\nAnd\xe2\x80\xa6'
2018-12-31 01:24:27,"b""#HappyNewYear2019 make the most of your day co'z we will be saying goodbye to 2018."""
2018-12-31 01:24:24,"b'@Twitter OMG, I SEE STARS!\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90 #HappyNewYear2019 \xf0\x9f\x92\x96'"
2018-12-31 01:24:13,"b'Thinking back to the days pre smart phones and Wi-Fi when no new years eve msgs would send from 5pm onwards, and ge\xe2\x80\xa6 https://t.co/yo8vRmatwQ'"
2018-12-31 01:24:09,b'If you use the term \xe2\x80\x9cbadonkadonk\xe2\x80\x9d never enter my life or get out of my life. Thank you. God Bless. #HappyNewYear2019'
2018-12-31 01:24:03,"b""RT @IFIGHTFORMYLIFE: From us Crosby's to you and yours! All the HATE out there must be getting pretty heavy in some hearts! Time to unload\xe2\x80\xa6"""
2018-12-31 01:23:49,b'RT @noconversion: Japan one of the most advanced and Rich country in the World ... celebrate its new year ... by going to Temples and prayi\xe2\x80\xa6'
2018-12-31 01:23:49,b'May last year\xe2\x80\x99s crap yield this year\xe2\x80\x99s  bumper crop!  #HappyNewYear2019'
2018-12-31 01:23:44,"b""RT @LeaKirkWrites: My blog for @PNRomantics is up! Technically it's still the 30th. &lt;G&gt; https://t.co/W9RdvNEafT #GiveawayAlert #HappyNewYea\xe2\x80\xa6"""
2018-12-31 01:23:36,b'#PearlsBeforeSwine nailed it again! #NewYearsEve #HappyNewYear2019 #comics https://t.co/5U0FIAAJPM'
2018-12-31 01:23:34,b'Sunshine and shadows on my hike. #optoutside #forceofnature #hiking #happynewyear2019 @ Riverside State Park https://t.co/HMNbWhxBDC'
2018-12-31 01:23:32,b'RT @jhayrrahwnAng: ~ Page 365 of 365\n\n4 things to [K(NOW)]  this 2019! \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbb\n\nrt and claim it for true happiness \xf0\x9f\x98\x8d\n#HappyNewYear2019\n#HappyNew\xe2\x80\xa6'
2018-12-31 01:23:29,b'RT @zahoorahmed553: Do you have less than 1M\n \nIf you want more followers fast \xf0\x9f\x92\xa6\n\nLet to go get together with love &amp; peace and follow all\xe2\x80\xa6'
2018-12-31 01:23:23,b'RT @SultanOfCatnip: @Serremmy @tk_atty @jonz970 @halciber @sheffnorr @Teriface73 @pjbowles4 @lgmichael1 @fuzzyjsmith @Branko_MA @tonypowys1\xe2\x80\xa6'
2018-12-31 01:23:20,"b""I'd just want to thank the haters for hating me you gave me the perspective that no matter how good I am to you you\xe2\x80\xa6 https://t.co/ufeaKPG3QN"""
2018-12-31 01:23:14,b'RT @Sivarama_Swami: #HappyNewYear2019 \n\nWatch this video to help stick to resolutions in the new year!\n\n#NewYearsEve #NewYearResolutions #N\xe2\x80\xa6'
2018-12-31 01:23:13,"b""RT @ILoveJB_GOT7: Happy New year to All Ahgases around the world. I'm sending my best wish to all of you. Wish you happiness &amp; Success. Lea\xe2\x80\xa6"""
2018-12-31 01:23:11,b'RT @wweespanol_: Dolph Ziggler vs. Drew McIntyre en un #SteelCage Match MA\xc3\x91ANA en @WWE #RAW.\n\n#HappyNewYear2019 https://t.co/2P4HOLtXY4'
2018-12-31 01:23:10,b'RT @alexpunx1977: Happy and combative 2019 \xe2\x92\xb6\n#HappyNewYear2019 https://t.co/AwX9yZQSnj'
2018-12-31 01:23:09,"b""@otisthepugwalsh @Kimpton @HotelMonacoDen #HappyNewYear2019 Let's party\xf0\x9f\xa4\xa9\xf0\x9f\x8e\x89\xf0\x9f\x90\x95 https://t.co/pi9dIqjnQX"""
2018-12-31 01:23:07,b'RT @Priyank11228390: #HappyNewYear2019\n#HappyNewYear\n#2019Hopes #2018Memory #NewYear #SaintRampalJi is saint obeying whom we could get hope\xe2\x80\xa6'
2018-12-31 01:23:05,b'The past 2 weeks have been nothing short of amazing. I hope 2019 brings me even more joy.\n#ArmyGirl #ArmyStrong\xe2\x80\xa6 https://t.co/BMIImuSxLW'
2018-12-31 01:22:57,b'@AylaForTrump @LovesPatriot KNOCK~KNOCK JOKE:\n@realDonaldTrump @LisaBloom #WomensWave #HappyNewYears\xe2\x80\xa6 https://t.co/dARGbq9NdB'
2018-12-31 01:22:56,b'~ Page 365 of 365\n\n4 things to [K(NOW)]  this 2019! \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbb\n\nrt and claim it for true happiness \xf0\x9f\x98\x8d\n#HappyNewYear2019\xe2\x80\xa6 https://t.co/IjBL93697s'
2018-12-31 01:22:52,"b'RT @LunaLuvgood2017: If #HappyNewYear2019 finds you alone or feeling lonely\n\nRemember, it\xe2\x80\x99s ok and so are you \n\nI want you to know, I care\xe2\x80\xa6'"
2018-12-31 01:22:50,b'RT @GittePrina: Optimism is a strategy for making a better future ... \n\nI want to thank you for all your beautiful tweets and I wish you a\xe2\x80\xa6'
2018-12-31 01:22:50,b'I love this ! These are so good! @msnbc @realDonaldTrump #HappyNewYear2019 https://t.co/PQV373T7IB'
2018-12-31 01:22:47,b'RT @GhouliaChilds: If you are looking for some SPOOKY Champagne Cocktails to Ring in the New Year check out these recipes.  #HappyNewYear20\xe2\x80\xa6'
2018-12-31 01:22:46,b'I am soooo HAPPY #TheOrville is back!!!! Cheers to the cast and crew #HappyNewYear2019 and to many more seasons!!!\xe2\x80\xa6 https://t.co/TS1tASgQZW'
2018-12-31 01:22:44,b'RT @CSSomner: Sloppy but a win we take #Raptors #WeTheNorth #HappyNewYear2019 Cheers to another half of basketball. @YulBBudy @CrowdHitter\xe2\x80\xa6'
2018-12-31 01:22:42,"b'RT @LunaLuvgood2017: If #HappyNewYear2019 finds you alone or feeling lonely\n\nRemember, it\xe2\x80\x99s ok and so are you \n\nI want you to know, I care\xe2\x80\xa6'"
2018-12-31 01:22:36,"b'RT @VivianAbrazado1: To my ahgafam,#HappyNewYear\xf0\x9f\xa5\xb3\nLet\xe2\x80\x99s all be together forever while supporting #GOT7\xf0\x9f\x92\x9a\n\n#HappyNewYear2019 \n@GOT7Official #\xe2\x80\xa6'"
2018-12-31 01:22:35,"b""Here's a friendly reminder to take care of our furry friends tonight as we celebrate the coming new year.\xe2\x80\xa6 https://t.co/e468qf1xKf"""
2018-12-31 01:22:35,b'RT @CSSomner: Sloppy but a win we take #Raptors #WeTheNorth #HappyNewYear2019 Cheers to another half of basketball. @YulBBudy @CrowdHitter\xe2\x80\xa6'
2018-12-31 01:22:27,b'Can\xe2\x80\x99t believe @NetflixUK just quietly removed Fresh Prince after Christmas. #HappyNewYear2019 I guess... https://t.co/dNROpuYWDc'
2018-12-31 01:22:25,b'@jfmouthonlegs Janet #MerryChristmas and #HappyNewYear2019 . You are so awesome and lovely. Love Vito'
2018-12-31 01:22:18,"b'RT @LunaLuvgood2017: If #HappyNewYear2019 finds you alone or feeling lonely\n\nRemember, it\xe2\x80\x99s ok and so are you \n\nI want you to know, I care\xe2\x80\xa6'"
2018-12-31 01:22:17,b'Looking forward for a great year ahead of me. \xf0\x9f\xa5\xb3 #HappyNewYear2019'
2018-12-31 01:22:12,"b'RT @LunaLuvgood2017: If #HappyNewYear2019 finds you alone or feeling lonely\n\nRemember, it\xe2\x80\x99s ok and so are you \n\nI want you to know, I care\xe2\x80\xa6'"
2018-12-31 01:22:07,"b'RT @Kpalang5: #Lessonsof2018 \xe2\x80\x94 No matter how difficult it is, how impossible it will be, how painful it will become, there is always HOPE i\xe2\x80\xa6'"
2018-12-31 01:21:56,b'\xf0\x9f\x9a\xa8 #NYE #kurupt #live at #OGMIKEsantaana come party wit us! Bring the #2019 #Dpgstyle kurupt_gotti bigga\xe2\x80\xa6 https://t.co/QeeKnBEYIz'
2018-12-31 01:21:51,"b""RT @bl_peace: This New Year's, let's make a resolution to make this world a kinder place. Pick a Random act of kindness (Rak). Join #Rakath\xe2\x80\xa6"""
2018-12-31 01:21:40,b'Sloppy but a win we take #Raptors #WeTheNorth #HappyNewYear2019 Cheers to another half of basketball. @YulBBudy\xe2\x80\xa6 https://t.co/UY1ZZBnSU2'
2018-12-31 01:21:36,"b'RT @VivianAbrazado1: To my ahgafam,#HappyNewYear\xf0\x9f\xa5\xb3\nLet\xe2\x80\x99s all be together forever while supporting #GOT7\xf0\x9f\x92\x9a\n\n#HappyNewYear2019 \n@GOT7Official #\xe2\x80\xa6'"
2018-12-31 01:21:28,"b'RT @ahmadabdulmusic: Thank you 2018, so many stories and surprises in life so far. Thanks for 2018 that had made we know each other. Let\xe2\x80\x99s\xe2\x80\xa6'"
2018-12-31 01:21:24,b'Manhattan Beach \xf0\x9f\x92\x93\xf0\x9f\x8e\x84#manhattanbeach #happynewyear2019 #la https://t.co/RT0LRAGTp2'
2018-12-31 01:21:21,b'RT @TheMattBRoberts: Wonder who he\xe2\x80\x99s looking at? #TheBirdsAndTheBees #Outlander and have a  #HappyNewYear2019 https://t.co/VJ5hkBgO3e'
2018-12-31 01:21:19,b'RT @TheMattBRoberts: Wonder who he\xe2\x80\x99s looking at? #TheBirdsAndTheBees #Outlander and have a  #HappyNewYear2019 https://t.co/VJ5hkBgO3e'
2018-12-31 01:21:14,"b'Tonite\xe2\x80\x99s #Dinter: #Kielbasa, #Black-eyedPeas w/ #Bacon, #MixedSouthernGreens w/ #Bacon &amp; Sliced Garlic, Mashed Pota\xe2\x80\xa6 https://t.co/FxgYokVPNQ'"
2018-12-31 01:21:09,b'RT @yanbirch: Realizing it\xe2\x80\x99s a long weekend!!!\nHappy New Year!!!\xf0\x9f\x99\x8f\xf0\x9f\x98\x8e\xf0\x9f\x99\x8f #HappyNewYear2019 #yanbirch #happy #thankful #appreciation #grateful #l\xe2\x80\xa6'
2018-12-31 01:21:02,b'RT @yanbirch: Realizing it\xe2\x80\x99s a long weekend!!!\nHappy New Year!!!\xf0\x9f\x99\x8f\xf0\x9f\x98\x8e\xf0\x9f\x99\x8f #HappyNewYear2019 #yanbirch #happy #thankful #appreciation #grateful #l\xe2\x80\xa6'
2018-12-31 01:20:56,"b'Me, welcoming 2019 into my life.  #happynewyear2019 #2019 #bettyboop #bimbo #hello https://t.co/NzzXZrDirA'"
2018-12-31 01:20:55,"b""RT @beebomco: Beebom's Year in Tech 2018!\n\nWatch Video Here: https://t.co/PoG7nzE8Aj\n\n#NewYear #2018 #2019 #HappyNewYear #HappyNewYear2019\xe2\x80\xa6"""
